KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult40960,KeyPatient29334,Name29334,FistName29334,NS40961,2023-10-26T00:00:00.000+02:00,Pathology37,KeyChambre52,C052,2023-10-27T00:00:00.000+02:00
KeyConsult40961,KeyPatient29522,Name29522,FistName29522,NS40962,2023-10-26T00:00:00.000+02:00,Pathology24,KeyChambre98,C098,2023-10-27T00:00:00.000+02:00
KeyConsult40962,KeyPatient16378,Name16378,FistName16378,NS40963,2023-10-26T00:00:00.000+02:00,Pathology97,KeyChambre93,C093,2023-11-10T00:00:00.000+01:00
KeyConsult40963,KeyPatient26452,Name26452,FistName26452,NS40964,2023-10-26T00:00:00.000+02:00,Pathology26,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult40964,KeyPatient4721,Name4721,FistName4721,NS40965,2023-10-26T00:00:00.000+02:00,Pathology80,KeyChambre48,C048,2023-10-30T00:00:00.000+01:00
KeyConsult40965,KeyPatient42377,Name42377,FistName42377,NS40966,2023-10-26T00:00:00.000+02:00,Pathology57,KeyChambre29,C029,2023-10-28T00:00:00.000+02:00
KeyConsult40966,KeyPatient30286,Name30286,FistName30286,NS40967,2023-10-26T00:00:00.000+02:00,Pathology27,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult40967,KeyPatient39866,Name39866,FistName39866,NS40968,2023-10-26T00:00:00.000+02:00,Pathology71,KeyChambre11,C011,2023-10-30T00:00:00.000+01:00
KeyConsult40968,KeyPatient30382,Name30382,FistName30382,NS40969,2023-10-26T00:00:00.000+02:00,Pathology40,KeyChambre29,C029,2023-10-28T00:00:00.000+02:00
KeyConsult40969,KeyPatient47638,Name47638,FistName47638,NS40970,2023-10-26T00:00:00.000+02:00,Pathology1,KeyChambre88,C088,2023-10-27T00:00:00.000+02:00
KeyConsult40970,KeyPatient48627,Name48627,FistName48627,NS40971,2023-10-26T00:00:00.000+02:00,Pathology28,KeyChambre75,C075,2023-10-28T00:00:00.000+02:00
KeyConsult40971,KeyPatient36330,Name36330,FistName36330,NS40972,2023-10-26T00:00:00.000+02:00,Pathology51,KeyChambre18,C018,2023-10-27T00:00:00.000+02:00
KeyConsult40972,KeyPatient48767,Name48767,FistName48767,NS40973,2023-10-26T00:00:00.000+02:00,Pathology62,KeyChambre46,C046,2023-10-27T00:00:00.000+02:00
KeyConsult40973,KeyPatient4106,Name4106,FistName4106,NS40974,2023-10-26T00:00:00.000+02:00,Pathology30,KeyChambre31,C031,2023-10-27T00:00:00.000+02:00
KeyConsult40974,KeyPatient29017,Name29017,FistName29017,NS40975,2023-10-26T00:00:00.000+02:00,Pathology28,NULL,NULL,2023-10-26T00:00:00.000+02:00
KeyConsult40975,KeyPatient39448,Name39448,FistName39448,NS40976,2023-10-27T00:00:00.000+02:00,Pathology30,NULL,NULL,2023-10-27T00:00:00.000+02:00
KeyConsult40976,KeyPatient9719,Name9719,FistName9719,NS40977,2023-10-27T00:00:00.000+02:00,Pathology41,NULL,NULL,2023-10-27T00:00:00.000+02:00
KeyConsult40977,KeyPatient41087,Name41087,FistName41087,NS40978,2023-10-27T00:00:00.000+02:00,Pathology7,KeyChambre64,C064,2023-10-28T00:00:00.000+02:00
KeyConsult40978,KeyPatient46419,Name46419,FistName46419,NS40979,2023-10-27T00:00:00.000+02:00,Pathology92,KeyChambre6,C006,2023-11-14T00:00:00.000+01:00
KeyConsult40979,KeyPatient11952,Name11952,FistName11952,NS40980,2023-10-27T00:00:00.000+02:00,Pathology12,NULL,NULL,2023-10-27T00:00:00.000+02:00
KeyConsult40980,KeyPatient46110,Name46110,FistName46110,NULL,2023-10-27T00:00:00.000+02:00,Pathology20,KeyChambre100,C100,2023-10-28T00:00:00.000+02:00
KeyConsult40981,KeyPatient27270,Name27270,FistName27270,NS40982,2023-10-27T00:00:00.000+02:00,Pathology71,KeyChambre42,C042,2023-11-01T00:00:00.000+01:00
KeyConsult40982,KeyPatient3958,Name3958,FistName3958,NS40983,2023-10-27T00:00:00.000+02:00,Pathology63,KeyChambre73,C073,2023-10-30T00:00:00.000+01:00
KeyConsult40983,KeyPatient2029,Name2029,FistName2029,NS40984,2023-10-27T00:00:00.000+02:00,Pathology95,KeyChambre79,C079,2023-11-18T00:00:00.000+01:00
KeyConsult40984,KeyPatient27094,Name27094,FistName27094,NS40985,2023-10-27T00:00:00.000+02:00,Pathology2,KeyChambre7,C007,2023-10-29T00:00:00.000+02:00
KeyConsult40985,KeyPatient20862,Name20862,FistName20862,NS40986,2023-10-27T00:00:00.000+02:00,Pathology53,KeyChambre82,C082,2023-10-29T00:00:00.000+02:00
KeyConsult40986,KeyPatient21435,Name21435,FistName21435,NS40987,2023-10-27T00:00:00.000+02:00,Pathology80,KeyChambre21,C021,2023-11-05T00:00:00.000+01:00
KeyConsult40987,KeyPatient5649,Name5649,FistName5649,NS40988,2023-10-27T00:00:00.000+02:00,Pathology62,KeyChambre34,C034,2023-10-28T00:00:00.000+02:00
KeyConsult40988,KeyPatient8989,Name8989,FistName8989,NS40989,2023-10-27T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-10-27T00:00:00.000+02:00
KeyConsult40989,KeyPatient45868,Name45868,FistName45868,NS40990,2023-10-27T00:00:00.000+02:00,Pathology16,KeyChambre97,C097,2023-10-29T00:00:00.000+02:00
KeyConsult40990,KeyPatient24899,Name24899,FistName24899,NS40991,2023-10-27T00:00:00.000+02:00,Pathology52,KeyChambre45,C045,2023-10-28T00:00:00.000+02:00
KeyConsult40991,KeyPatient8813,Name8813,FistName8813,NS40992,2023-10-27T00:00:00.000+02:00,Pathology25,NULL,NULL,2023-10-27T00:00:00.000+02:00
KeyConsult40992,KeyPatient47816,Name47816,FistName47816,NS40993,2023-10-27T00:00:00.000+02:00,Pathology11,NULL,NULL,2023-10-27T00:00:00.000+02:00
