KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult16384,KeyPatient47628,Name47628,FistName47628,NS16385,2023-05-01T00:00:00.000+02:00,Pathology81,KeyChambre57,C057,2023-05-08T00:00:00.000+02:00
KeyConsult16385,KeyPatient12675,Name12675,FistName12675,NS16386,2023-05-01T00:00:00.000+02:00,Pathology81,KeyChambre43,C043,2023-05-14T00:00:00.000+02:00
KeyConsult16386,KeyPatient22550,Name22550,FistName22550,NS16387,2023-05-01T00:00:00.000+02:00,Pathology72,KeyChambre42,C042,2023-05-06T00:00:00.000+02:00
KeyConsult16387,KeyPatient21063,Name21063,FistName21063,NS16388,2023-05-01T00:00:00.000+02:00,Pathology1,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16388,KeyPatient18895,Name18895,FistName18895,NS16389,2023-05-01T00:00:00.000+02:00,Pathology65,KeyChambre82,C082,2023-05-02T00:00:00.000+02:00
KeyConsult16389,KeyPatient17032,Name17032,FistName17032,NS16390,2023-05-01T00:00:00.000+02:00,Pathology65,KeyChambre104,C104,2023-05-03T00:00:00.000+02:00
KeyConsult16390,KeyPatient15867,Name15867,FistName15867,NS16391,2023-05-01T00:00:00.000+02:00,Pathology52,KeyChambre53,C053,2023-05-04T00:00:00.000+02:00
KeyConsult16391,KeyPatient27014,Name27014,FistName27014,NS16392,2023-05-01T00:00:00.000+02:00,Pathology99,KeyChambre80,C080,2023-05-20T00:00:00.000+02:00
KeyConsult16392,KeyPatient9352,Name9352,FistName9352,NS16393,2023-05-01T00:00:00.000+02:00,Pathology33,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16393,KeyPatient21275,Name21275,FistName21275,NS16394,2023-05-01T00:00:00.000+02:00,Pathology79,KeyChambre92,C092,2023-05-10T00:00:00.000+02:00
KeyConsult16394,KeyPatient40168,Name40168,FistName40168,NS16395,2023-05-01T00:00:00.000+02:00,Pathology16,KeyChambre74,C074,2023-05-02T00:00:00.000+02:00
KeyConsult16395,KeyPatient46954,Name46954,FistName46954,NS16396,2023-05-01T00:00:00.000+02:00,Pathology65,KeyChambre17,C017,2023-05-02T00:00:00.000+02:00
KeyConsult16396,KeyPatient13198,Name13198,FistName13198,NS16397,2023-05-01T00:00:00.000+02:00,Pathology62,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16397,KeyPatient46325,Name46325,FistName46325,NS16398,2023-05-01T00:00:00.000+02:00,Pathology36,KeyChambre69,C069,2023-05-04T00:00:00.000+02:00
KeyConsult16398,KeyPatient4575,Name4575,FistName4575,NS16399,2023-05-01T00:00:00.000+02:00,Pathology95,KeyChambre59,C059,2023-05-23T00:00:00.000+02:00
KeyConsult16399,KeyPatient34442,Name34442,FistName34442,NS16400,2023-05-01T00:00:00.000+02:00,Pathology48,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16400,KeyPatient37241,Name37241,FistName37241,NS16401,2023-05-01T00:00:00.000+02:00,Pathology37,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16401,KeyPatient36358,Name36358,FistName36358,NS16402,2023-05-01T00:00:00.000+02:00,Pathology70,KeyChambre77,C077,2023-05-03T00:00:00.000+02:00
KeyConsult16402,KeyPatient2478,Name2478,FistName2478,NS16403,2023-05-01T00:00:00.000+02:00,Pathology9,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16403,KeyPatient3085,Name3085,FistName3085,NS16404,2023-05-01T00:00:00.000+02:00,Pathology95,KeyChambre52,C052,2023-05-13T00:00:00.000+02:00
KeyConsult16404,KeyPatient25470,Name25470,FistName25470,NS16405,2023-05-01T00:00:00.000+02:00,Pathology91,KeyChambre8,C008,2023-05-23T00:00:00.000+02:00
KeyConsult16405,KeyPatient42268,Name42268,FistName42268,NS16406,2023-05-01T00:00:00.000+02:00,Pathology82,KeyChambre55,C055,2023-05-10T00:00:00.000+02:00
KeyConsult16406,KeyPatient34244,Name34244,FistName34244,NS16407,2023-05-01T00:00:00.000+02:00,Pathology34,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16407,KeyPatient29190,Name29190,FistName29190,NS16408,2023-05-01T00:00:00.000+02:00,Pathology74,KeyChambre76,C076,2023-05-08T00:00:00.000+02:00
KeyConsult16408,KeyPatient32536,Name32536,FistName32536,NS16409,2023-05-01T00:00:00.000+02:00,Pathology91,KeyChambre81,C081,2023-05-14T00:00:00.000+02:00
KeyConsult16409,KeyPatient18961,Name18961,FistName18961,NS16410,2023-05-01T00:00:00.000+02:00,Pathology82,KeyChambre41,C041,2023-05-08T00:00:00.000+02:00
KeyConsult16410,KeyPatient28521,Name28521,FistName28521,NS16411,2023-05-01T00:00:00.000+02:00,Pathology77,KeyChambre76,C076,2023-05-11T00:00:00.000+02:00
KeyConsult16411,KeyPatient10302,Name10302,FistName10302,NS16412,2023-05-01T00:00:00.000+02:00,Pathology67,KeyChambre71,C071,2023-05-03T00:00:00.000+02:00
KeyConsult16412,KeyPatient27920,Name27920,FistName27920,NS16413,2023-05-01T00:00:00.000+02:00,Pathology82,KeyChambre61,C061,2023-05-18T00:00:00.000+02:00
KeyConsult16413,KeyPatient32021,Name32021,FistName32021,NS16414,2023-05-01T00:00:00.000+02:00,Pathology34,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16414,KeyPatient19349,Name19349,FistName19349,NS16415,2023-05-01T00:00:00.000+02:00,Pathology65,KeyChambre51,C051,2023-05-05T00:00:00.000+02:00
KeyConsult16415,KeyPatient25418,Name25418,FistName25418,NS16416,2023-05-01T00:00:00.000+02:00,Pathology73,KeyChambre69,C069,2023-05-07T00:00:00.000+02:00
KeyConsult16416,KeyPatient24077,Name24077,FistName24077,NS16417,2023-05-01T00:00:00.000+02:00,Pathology5,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16417,KeyPatient16301,Name16301,FistName16301,NS16418,2023-05-01T00:00:00.000+02:00,Pathology28,KeyChambre78,C078,2023-05-04T00:00:00.000+02:00
KeyConsult16418,KeyPatient47738,Name47738,FistName47738,NS16419,2023-05-01T00:00:00.000+02:00,Pathology56,KeyChambre49,C049,2023-05-02T00:00:00.000+02:00
KeyConsult16419,KeyPatient46408,Name46408,FistName46408,NS16420,2023-05-01T00:00:00.000+02:00,Pathology18,KeyChambre52,C052,2023-05-02T00:00:00.000+02:00
KeyConsult16420,KeyPatient15811,Name15811,FistName15811,NS16421,2023-05-01T00:00:00.000+02:00,Pathology71,KeyChambre64,C064,2023-05-12T00:00:00.000+02:00
KeyConsult16421,KeyPatient5350,Name5350,FistName5350,NS16422,2023-05-01T00:00:00.000+02:00,Pathology2,KeyChambre6,C006,2023-05-02T00:00:00.000+02:00
KeyConsult16422,KeyPatient40711,Name40711,FistName40711,NS16423,2023-05-01T00:00:00.000+02:00,Pathology62,KeyChambre97,C097,2023-05-04T00:00:00.000+02:00
KeyConsult16423,KeyPatient17073,Name17073,FistName17073,NS16424,2023-05-01T00:00:00.000+02:00,Pathology76,KeyChambre11,C011,2023-05-03T00:00:00.000+02:00
KeyConsult16424,KeyPatient6821,Name6821,FistName6821,NS16425,2023-05-01T00:00:00.000+02:00,Pathology34,KeyChambre100,C100,2023-05-02T00:00:00.000+02:00
KeyConsult16425,KeyPatient39246,Name39246,FistName39246,NS16426,2023-05-01T00:00:00.000+02:00,Pathology24,KeyChambre25,C025,2023-05-02T00:00:00.000+02:00
KeyConsult16426,KeyPatient3731,Name3731,FistName3731,NS16427,2023-05-01T00:00:00.000+02:00,Pathology51,KeyChambre85,C085,2023-05-02T00:00:00.000+02:00
KeyConsult16427,KeyPatient23947,Name23947,FistName23947,NS16428,2023-05-01T00:00:00.000+02:00,Pathology78,KeyChambre80,C080,2023-05-09T00:00:00.000+02:00
KeyConsult16428,KeyPatient49075,Name49075,FistName49075,NS16429,2023-05-01T00:00:00.000+02:00,Pathology7,KeyChambre101,C101,2023-05-02T00:00:00.000+02:00
KeyConsult16429,KeyPatient34836,Name34836,FistName34836,NS16430,2023-05-01T00:00:00.000+02:00,Pathology16,KeyChambre4,C004,2023-05-03T00:00:00.000+02:00
KeyConsult16430,KeyPatient32091,Name32091,FistName32091,NS16431,2023-05-01T00:00:00.000+02:00,Pathology84,KeyChambre37,C037,2023-05-10T00:00:00.000+02:00
KeyConsult16431,KeyPatient15058,Name15058,FistName15058,NS16432,2023-05-01T00:00:00.000+02:00,Pathology43,KeyChambre34,C034,2023-05-03T00:00:00.000+02:00
KeyConsult16432,KeyPatient4944,Name4944,FistName4944,NS16433,2023-05-01T00:00:00.000+02:00,Pathology46,KeyChambre2,C002,2023-05-03T00:00:00.000+02:00
KeyConsult16433,KeyPatient49908,Name49908,FistName49908,NS16434,2023-05-01T00:00:00.000+02:00,Pathology63,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16434,KeyPatient27602,Name27602,FistName27602,NS16435,2023-05-01T00:00:00.000+02:00,Pathology38,KeyChambre5,C005,2023-05-03T00:00:00.000+02:00
KeyConsult16435,KeyPatient34776,Name34776,FistName34776,NS16436,2023-05-01T00:00:00.000+02:00,Pathology96,KeyChambre29,C029,2023-05-21T00:00:00.000+02:00
KeyConsult16436,KeyPatient34573,Name34573,FistName34573,NS16437,2023-05-01T00:00:00.000+02:00,Pathology64,KeyChambre77,C077,2023-05-02T00:00:00.000+02:00
KeyConsult16437,KeyPatient33253,Name33253,FistName33253,NS16438,2023-05-01T00:00:00.000+02:00,Pathology33,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16438,KeyPatient39504,Name39504,FistName39504,NS16439,2023-05-01T00:00:00.000+02:00,Pathology78,KeyChambre82,C082,2023-05-04T00:00:00.000+02:00
KeyConsult16439,KeyPatient48438,Name48438,FistName48438,NS16440,2023-05-01T00:00:00.000+02:00,Pathology67,KeyChambre99,C099,2023-05-04T00:00:00.000+02:00
KeyConsult16440,KeyPatient48154,Name48154,FistName48154,NS16441,2023-05-01T00:00:00.000+02:00,Pathology36,KeyChambre46,C046,2023-05-03T00:00:00.000+02:00
KeyConsult16441,KeyPatient43993,Name43993,FistName43993,NS16442,2023-05-01T00:00:00.000+02:00,Pathology99,KeyChambre67,C067,2023-05-21T00:00:00.000+02:00
KeyConsult16442,KeyPatient6555,Name6555,FistName6555,NS16443,2023-05-01T00:00:00.000+02:00,Pathology56,KeyChambre61,C061,2023-05-02T00:00:00.000+02:00
KeyConsult16443,KeyPatient45316,Name45316,FistName45316,NS16444,2023-05-01T00:00:00.000+02:00,Pathology96,KeyChambre68,C068,2023-05-13T00:00:00.000+02:00
KeyConsult16444,KeyPatient34402,Name34402,FistName34402,NS16445,2023-05-01T00:00:00.000+02:00,Pathology91,KeyChambre26,C026,2023-05-20T00:00:00.000+02:00
KeyConsult16445,KeyPatient42190,Name42190,FistName42190,NS16446,2023-05-01T00:00:00.000+02:00,Pathology11,KeyChambre68,C068,2023-05-02T00:00:00.000+02:00
KeyConsult16446,KeyPatient42935,Name42935,FistName42935,NS16447,2023-05-01T00:00:00.000+02:00,Pathology10,KeyChambre58,C058,2023-05-03T00:00:00.000+02:00
KeyConsult16447,KeyPatient22861,Name22861,FistName22861,NS16448,2023-05-01T00:00:00.000+02:00,Pathology40,KeyChambre59,C059,2023-05-02T00:00:00.000+02:00
KeyConsult16448,KeyPatient30866,Name30866,FistName30866,NS16449,2023-05-01T00:00:00.000+02:00,Pathology99,KeyChambre9,C009,2023-05-20T00:00:00.000+02:00
KeyConsult16449,KeyPatient20982,Name20982,FistName20982,NS16450,2023-05-01T00:00:00.000+02:00,Pathology1,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16450,KeyPatient1849,Name1849,FistName1849,NS16451,2023-05-01T00:00:00.000+02:00,Pathology25,KeyChambre20,C020,2023-05-02T00:00:00.000+02:00
KeyConsult16451,KeyPatient14757,Name14757,FistName14757,NS16452,2023-05-01T00:00:00.000+02:00,Pathology56,KeyChambre60,C060,2023-05-02T00:00:00.000+02:00
KeyConsult16452,KeyPatient44747,Name44747,FistName44747,NS16453,2023-05-01T00:00:00.000+02:00,Pathology75,KeyChambre73,C073,2023-05-10T00:00:00.000+02:00
KeyConsult16453,KeyPatient31061,Name31061,FistName31061,NS16454,2023-05-01T00:00:00.000+02:00,Pathology44,KeyChambre12,C012,2023-05-03T00:00:00.000+02:00
KeyConsult16454,KeyPatient36084,Name36084,FistName36084,NS16455,2023-05-01T00:00:00.000+02:00,Pathology35,KeyChambre26,C026,2023-05-02T00:00:00.000+02:00
KeyConsult16455,KeyPatient5788,Name5788,FistName5788,NS16456,2023-05-01T00:00:00.000+02:00,Pathology40,KeyChambre5,C005,2023-05-04T00:00:00.000+02:00
KeyConsult16456,KeyPatient20904,Name20904,FistName20904,NS16457,2023-05-01T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16457,KeyPatient38797,Name38797,FistName38797,NS16458,2023-05-01T00:00:00.000+02:00,Pathology58,KeyChambre77,C077,2023-05-02T00:00:00.000+02:00
KeyConsult16458,KeyPatient24270,Name24270,FistName24270,NS16459,2023-05-01T00:00:00.000+02:00,Pathology30,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16459,KeyPatient1235,Name1235,FistName1235,NS16460,2023-05-01T00:00:00.000+02:00,Pathology79,KeyChambre40,C040,2023-05-07T00:00:00.000+02:00
KeyConsult16460,KeyPatient26915,Name26915,FistName26915,NS16461,2023-05-01T00:00:00.000+02:00,Pathology9,KeyChambre39,C039,2023-05-02T00:00:00.000+02:00
KeyConsult16461,KeyPatient35233,Name35233,FistName35233,NS16462,2023-05-01T00:00:00.000+02:00,Pathology61,KeyChambre68,C068,2023-05-05T00:00:00.000+02:00
KeyConsult16462,KeyPatient4556,Name4556,FistName4556,NS16463,2023-05-01T00:00:00.000+02:00,Pathology15,KeyChambre38,C038,2023-05-03T00:00:00.000+02:00
KeyConsult16463,KeyPatient5275,Name5275,FistName5275,NS16464,2023-05-01T00:00:00.000+02:00,Pathology26,KeyChambre67,C067,2023-05-03T00:00:00.000+02:00
KeyConsult16464,KeyPatient10500,Name10500,FistName10500,NS16465,2023-05-01T00:00:00.000+02:00,Pathology4,KeyChambre39,C039,2023-05-04T00:00:00.000+02:00
KeyConsult16465,KeyPatient24829,Name24829,FistName24829,NS16466,2023-05-01T00:00:00.000+02:00,Pathology89,KeyChambre100,C100,2023-05-07T00:00:00.000+02:00
KeyConsult16466,KeyPatient3705,Name3705,FistName3705,NS16467,2023-05-01T00:00:00.000+02:00,Pathology95,KeyChambre55,C055,2023-05-21T00:00:00.000+02:00
KeyConsult16467,KeyPatient8287,Name8287,FistName8287,NS16468,2023-05-01T00:00:00.000+02:00,Pathology91,KeyChambre25,C025,2023-05-18T00:00:00.000+02:00
KeyConsult16468,KeyPatient3653,Name3653,FistName3653,NS16469,2023-05-01T00:00:00.000+02:00,Pathology37,KeyChambre21,C021,2023-05-03T00:00:00.000+02:00
KeyConsult16469,KeyPatient31825,Name31825,FistName31825,NS16470,2023-05-01T00:00:00.000+02:00,Pathology94,KeyChambre39,C039,2023-05-18T00:00:00.000+02:00
KeyConsult16470,KeyPatient41122,Name41122,FistName41122,NS16471,2023-05-01T00:00:00.000+02:00,Pathology31,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16471,KeyPatient18125,Name18125,FistName18125,NS16472,2023-05-01T00:00:00.000+02:00,Pathology35,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16472,KeyPatient38147,Name38147,FistName38147,NS16473,2023-05-01T00:00:00.000+02:00,Pathology57,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16473,KeyPatient21109,Name21109,FistName21109,NS16474,2023-05-01T00:00:00.000+02:00,Pathology6,KeyChambre70,C070,2023-05-02T00:00:00.000+02:00
KeyConsult16474,KeyPatient4073,Name4073,FistName4073,NS16475,2023-05-01T00:00:00.000+02:00,Pathology90,KeyChambre74,C074,2023-05-14T00:00:00.000+02:00
KeyConsult16475,KeyPatient19463,Name19463,FistName19463,NS16476,2023-05-01T00:00:00.000+02:00,Pathology15,KeyChambre11,C011,2023-05-03T00:00:00.000+02:00
KeyConsult16476,KeyPatient31617,Name31617,FistName31617,NS16477,2023-05-01T00:00:00.000+02:00,Pathology18,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16477,KeyPatient14947,Name14947,FistName14947,NS16478,2023-05-01T00:00:00.000+02:00,Pathology84,KeyChambre23,C023,2023-05-16T00:00:00.000+02:00
KeyConsult16478,KeyPatient15657,Name15657,FistName15657,NS16479,2023-05-01T00:00:00.000+02:00,Pathology12,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16479,KeyPatient7899,Name7899,FistName7899,NS16480,2023-05-01T00:00:00.000+02:00,Pathology24,KeyChambre47,C047,2023-05-02T00:00:00.000+02:00
KeyConsult16480,KeyPatient14923,Name14923,FistName14923,NS16481,2023-05-01T00:00:00.000+02:00,Pathology5,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16481,KeyPatient23982,Name23982,FistName23982,NS16482,2023-05-01T00:00:00.000+02:00,Pathology45,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16482,KeyPatient44913,Name44913,FistName44913,NS16483,2023-05-01T00:00:00.000+02:00,Pathology96,KeyChambre55,C055,2023-05-26T00:00:00.000+02:00
KeyConsult16483,KeyPatient2347,Name2347,FistName2347,NS16484,2023-05-01T00:00:00.000+02:00,Pathology53,KeyChambre54,C054,2023-05-02T00:00:00.000+02:00
KeyConsult16484,KeyPatient31991,Name31991,FistName31991,NS16485,2023-05-01T00:00:00.000+02:00,Pathology4,KeyChambre61,C061,2023-05-02T00:00:00.000+02:00
KeyConsult16485,KeyPatient42911,Name42911,FistName42911,NS16486,2023-05-01T00:00:00.000+02:00,Pathology24,KeyChambre60,C060,2023-05-02T00:00:00.000+02:00
KeyConsult16486,KeyPatient33464,Name33464,FistName33464,NS16487,2023-05-01T00:00:00.000+02:00,Pathology32,NULL,NULL,2023-05-01T00:00:00.000+02:00
KeyConsult16487,KeyPatient25380,Name25380,FistName25380,NS16488,2023-05-01T00:00:00.000+02:00,Pathology50,KeyChambre75,C075,2023-05-03T00:00:00.000+02:00
KeyConsult16488,KeyPatient31858,Name31858,FistName31858,NS16489,2023-05-01T00:00:00.000+02:00,Pathology3,KeyChambre10,C010,2023-05-03T00:00:00.000+02:00
