KeyConsult,KeyPatient,Name,FirstName,NumSecu,Date_In,Pathology,KeyChambre,ChambreNumber,Date_Out
KeyConsult0,KeyPatient9284,Name9284,FistName9284,NS00001,2023-01-01T00:00:00.000+01:00,Pathology3,NULL,NULL,2023-01-01T00:00:00.000+01:00
KeyConsult1,KeyPatient14406,Name14406,FistName14406,NS00002,2023-01-01T00:00:00.000+01:00,Pathology32,NULL,NULL,2023-01-01T00:00:00.000+01:00
KeyConsult2,KeyPatient548,Name548,FistName548,NS00003,2023-01-01T00:00:00.000+01:00,Pathology15,KeyChambre31,C031,2023-01-02T00:00:00.000+01:00
KeyConsult3,KeyPatient24095,Name24095,FistName24095,NS00004,2023-01-01T00:00:00.000+01:00,Pathology58,KeyChambre28,C028,2023-01-03T00:00:00.000+01:00
KeyConsult4,KeyPatient21604,Name21604,FistName21604,NS00005,2023-01-01T00:00:00.000+01:00,Pathology55,KeyChambre84,C084,2023-01-03T00:00:00.000+01:00
KeyConsult5,KeyPatient13149,Name13149,FistName13149,NS00006,2023-01-01T00:00:00.000+01:00,Pathology13,KeyChambre20,C020,2023-01-03T00:00:00.000+01:00
KeyConsult6,KeyPatient25415,Name25415,FistName25415,NS00007,2023-01-01T00:00:00.000+01:00,Pathology83,KeyChambre59,C059,2023-01-13T00:00:00.000+01:00
KeyConsult7,KeyPatient5220,Name5220,FistName5220,NS00008,2023-01-01T00:00:00.000+01:00,Pathology85,KeyChambre65,C065,2023-01-11T00:00:00.000+01:00
KeyConsult8,KeyPatient13496,Name13496,FistName13496,NS00009,2023-01-01T00:00:00.000+01:00,Pathology74,KeyChambre75,C075,2023-01-07T00:00:00.000+01:00
KeyConsult9,KeyPatient17445,Name17445,FistName17445,NS00010,2023-01-01T00:00:00.000+01:00,Pathology18,KeyChambre67,C067,2023-01-03T00:00:00.000+01:00
KeyConsult10,KeyPatient13630,Name13630,FistName13630,NS00011,2023-01-01T00:00:00.000+01:00,Pathology84,KeyChambre44,C044,2023-01-09T00:00:00.000+01:00
KeyConsult11,KeyPatient23327,Name23327,FistName23327,NS00012,2023-01-01T00:00:00.000+01:00,Pathology8,NULL,NULL,2023-01-01T00:00:00.000+01:00
KeyConsult12,KeyPatient41238,Name41238,FistName41238,NS00013,2023-01-01T00:00:00.000+01:00,Pathology94,KeyChambre85,C085,2023-01-22T00:00:00.000+01:00
