KeyConsult,KeyMedecin,KeyPatient,NamePatient,FirstNamePatient,NumSecu,Age,Weight,Temperature,Tension,Diabete,Pathology,KeyTreatment
KeyConsult32768,keyMedecin8,KeyPatient44871,Name44871,FistName44871,NS32769,17,60.96147190665473,37.379382343859916,94.6332161626477,1,Pathology1,KeyTreatment32768
KeyConsult32769,keyMedecin18,KeyPatient29487,Name29487,FistName29487,NS32770,62,70.18674807784161,40.020681500117306,122.28528704338389,1,Pathology71,KeyTreatment32769
KeyConsult32770,keyMedecin16,KeyPatient42204,Name42204,FistName42204,NS32771,71,66.6363237412142,40.08759328671443,120.91396951338919,1,Pathology75,KeyTreatment32770
KeyConsult32771,keyMedecin1,KeyPatient14013,Name14013,FistName14013,NS32772,22,56.48940568739267,37.393366423831715,118.57882578183975,0,Pathology50,KeyTreatment32771
KeyConsult32772,keyMedecin13,KeyPatient37277,Name37277,FistName37277,NS32773,23,58.79482853274072,37.53382208548669,141.18203767442148,0,Pathology31,KeyTreatment32772
KeyConsult32773,keyMedecin12,KeyPatient13667,Name13667,FistName13667,NS32774,18,63.421134155425165,37.71067187208234,131.53505281630325,0,Pathology17,KeyTreatment32773
KeyConsult32774,keyMedecin25,KeyPatient18523,Name18523,FistName18523,NS32775,21,59.31413104052802,37.40957386015866,109.7463620236275,1,Pathology18,KeyTreatment32774
KeyConsult32775,keyMedecin29,KeyPatient35568,Name35568,FistName35568,NS32776,14,59.1605646150912,37.616517946636044,102.74710101295281,0,Pathology46,KeyTreatment32775
KeyConsult32776,keyMedecin6,KeyPatient24241,Name24241,FistName24241,NS32777,18,60.7716296743658,37.47829850728455,101.42479991794728,0,Pathology9,KeyTreatment32776
KeyConsult32777,keyMedecin27,KeyPatient22943,Name22943,FistName22943,NS32778,53,81.98894566799656,37.912159082337496,88.18716140844779,1,Pathology89,KeyTreatment32777
KeyConsult32778,keyMedecin27,KeyPatient30410,Name30410,FistName30410,NS32779,42,73.73290745264114,40.46573992381516,80.56961247310564,0,Pathology99,KeyTreatment32778
KeyConsult32779,keyMedecin4,KeyPatient30870,Name30870,FistName30870,NS32780,66,59.95396161265631,40.01317389919916,113.75248466260614,0,Pathology78,KeyTreatment32779
KeyConsult32780,keyMedecin24,KeyPatient33340,Name33340,FistName33340,NS32781,48,67.65721999974718,38.509090139823485,105.84702569234643,0,Pathology68,KeyTreatment32780
